"Category";"locus_tag"
"Butanoate metabolism";"b3846"
"Butanoate metabolism";"b3882"
"Butanoate metabolism";"b4151"
"Butanoate metabolism";"b4152"
"Butanoate metabolism";"b4153"
"Butanoate metabolism";"b4154"
"C5-Branched dibasic acid metabolism";"b0071"
"C5-Branched dibasic acid metabolism";"b0072"
"C5-Branched dibasic acid metabolism";"b0073"
"C5-Branched dibasic acid metabolism";"b0077"
"C5-Branched dibasic acid metabolism";"b0078"
"C5-Branched dibasic acid metabolism";"b0728"
"C5-Branched dibasic acid metabolism";"b0729"
"C5-Branched dibasic acid metabolism";"b3670"
"C5-Branched dibasic acid metabolism";"b3671"
"C5-Branched dibasic acid metabolism";"b3769"
"One carbon pool by folate";"b0048"
"One carbon pool by folate";"b0529"
"One carbon pool by folate";"b1232"
"One carbon pool by folate";"b1606"
"One carbon pool by folate";"b2500"
"One carbon pool by folate";"b2551"
"One carbon pool by folate";"b2827"
"One carbon pool by folate";"b2905"
"One carbon pool by folate";"b2912"
"One carbon pool by folate";"b3288"
"One carbon pool by folate";"b3941"
"One carbon pool by folate";"b4006"
"One carbon pool by folate";"b4019"
"Methane metabolism";"b0355"
"Methane metabolism";"b0356"
"Methane metabolism";"b0755"
"Methane metabolism";"b0907"
"Methane metabolism";"b0996"
"Methane metabolism";"b0997"
"Methane metabolism";"b0998"
"Methane metabolism";"b1702"
"Methane metabolism";"b1723"
"Methane metabolism";"b1872"
"Methane metabolism";"b1873"
"Methane metabolism";"b2097"
"Methane metabolism";"b2154"
"Methane metabolism";"b2296"
"Methane metabolism";"b2297"
"Methane metabolism";"b2551"
"Methane metabolism";"b2779"
"Methane metabolism";"b2913"
"Methane metabolism";"b2925"
"Methane metabolism";"b2930"
"Methane metabolism";"b3236"
"Methane metabolism";"b3612"
"Methane metabolism";"b3892"
"Methane metabolism";"b3893"
"Methane metabolism";"b3894"
"Methane metabolism";"b3916"
"Methane metabolism";"b3925"
"Methane metabolism";"b3956"
"Methane metabolism";"b4069"
"Methane metabolism";"b4079"
"Methane metabolism";"b4232"
"Methane metabolism";"b4388"
"Methane metabolism";"b4395"
"Thiamine metabolism";"b0383"
"Thiamine metabolism";"b0417"
"Thiamine metabolism";"b0420"
"Thiamine metabolism";"b0423"
"Thiamine metabolism";"b0474"
"Thiamine metabolism";"b1106"
"Thiamine metabolism";"b2103"
"Thiamine metabolism";"b2104"
"Thiamine metabolism";"b2530"
"Thiamine metabolism";"b3990"
"Thiamine metabolism";"b3991"
"Thiamine metabolism";"b3992"
"Thiamine metabolism";"b3993"
"Thiamine metabolism";"b3994"
"Thiamine metabolism";"b4161"
"Riboflavin metabolism";"b0025"
"Riboflavin metabolism";"b0414"
"Riboflavin metabolism";"b0415"
"Riboflavin metabolism";"b0844"
"Riboflavin metabolism";"b0937"
"Riboflavin metabolism";"b0980"
"Riboflavin metabolism";"b1134"
"Riboflavin metabolism";"b1277"
"Riboflavin metabolism";"b1662"
"Riboflavin metabolism";"b2104"
"Riboflavin metabolism";"b2311"
"Riboflavin metabolism";"b3034"
"Riboflavin metabolism";"b3041"
"Riboflavin metabolism";"b3812"
"Riboflavin metabolism";"b3844"
"Riboflavin metabolism";"b4055"
"Vitamin B6 metabolism";"b0004"
"Vitamin B6 metabolism";"b0052"
"Vitamin B6 metabolism";"b0907"
"Vitamin B6 metabolism";"b1406"
"Vitamin B6 metabolism";"b1636"
"Vitamin B6 metabolism";"b1638"
"Vitamin B6 metabolism";"b2320"
"Vitamin B6 metabolism";"b2418"
"Vitamin B6 metabolism";"b2564"
"Vitamin B6 metabolism";"b2927"
"Nicotinate and nicotinamide metabolism";"b0109"
"Nicotinate and nicotinamide metabolism";"b0480"
"Nicotinate and nicotinamide metabolism";"b0639"
"Nicotinate and nicotinamide metabolism";"b0675"
"Nicotinate and nicotinamide metabolism";"b0750"
"Nicotinate and nicotinamide metabolism";"b0931"
"Nicotinate and nicotinamide metabolism";"b1120"
"Nicotinate and nicotinamide metabolism";"b1525"
"Nicotinate and nicotinamide metabolism";"b1602"
"Nicotinate and nicotinamide metabolism";"b1603"
"Nicotinate and nicotinamide metabolism";"b1740"
"Nicotinate and nicotinamide metabolism";"b1768"
"Nicotinate and nicotinamide metabolism";"b2407"
"Nicotinate and nicotinamide metabolism";"b2574"
"Nicotinate and nicotinamide metabolism";"b2615"
"Nicotinate and nicotinamide metabolism";"b2661"
"Nicotinate and nicotinamide metabolism";"b2700"
"Nicotinate and nicotinamide metabolism";"b2744"
"Nicotinate and nicotinamide metabolism";"b2781"
"Nicotinate and nicotinamide metabolism";"b3962"
"Nicotinate and nicotinamide metabolism";"b3996"
"Nicotinate and nicotinamide metabolism";"b4384"
"Nicotinate and nicotinamide metabolism";"b4390"
"Pantothenate and CoA biosynthesis";"b0077"
"Pantothenate and CoA biosynthesis";"b0078"
"Pantothenate and CoA biosynthesis";"b0103"
"Pantothenate and CoA biosynthesis";"b0131"
"Pantothenate and CoA biosynthesis";"b0133"
"Pantothenate and CoA biosynthesis";"b0134"
"Pantothenate and CoA biosynthesis";"b0404"
"Pantothenate and CoA biosynthesis";"b0425"
"Pantothenate and CoA biosynthesis";"b2146"
"Pantothenate and CoA biosynthesis";"b2147"
"Pantothenate and CoA biosynthesis";"b2563"
"Pantothenate and CoA biosynthesis";"b2781"
"Pantothenate and CoA biosynthesis";"b2873"
"Pantothenate and CoA biosynthesis";"b3475"
"Pantothenate and CoA biosynthesis";"b3634"
"Pantothenate and CoA biosynthesis";"b3639"
"Pantothenate and CoA biosynthesis";"b3670"
"Pantothenate and CoA biosynthesis";"b3671"
"Pantothenate and CoA biosynthesis";"b3769"
"Pantothenate and CoA biosynthesis";"b3770"
"Pantothenate and CoA biosynthesis";"b3771"
"Pantothenate and CoA biosynthesis";"b3774"
"Pantothenate and CoA biosynthesis";"b3974"
"Biotin metabolism";"b0180"
"Biotin metabolism";"b0774"
"Biotin metabolism";"b0775"
"Biotin metabolism";"b0776"
"Biotin metabolism";"b0777"
"Biotin metabolism";"b0778"
"Biotin metabolism";"b1093"
"Biotin metabolism";"b1095"
"Biotin metabolism";"b1288"
"Biotin metabolism";"b1593"
"Biotin metabolism";"b2323"
"Biotin metabolism";"b3412"
"Biotin metabolism";"b3551"
"Biotin metabolism";"b3973"
"Lipoic acid metabolism";"b0628"
"Lipoic acid metabolism";"b0630"
"Lipoic acid metabolism";"b4386"
"Folate biosynthesis";"b0009"
"Folate biosynthesis";"b0048"
"Folate biosynthesis";"b0142"
"Folate biosynthesis";"b0383"
"Folate biosynthesis";"b0444"
"Folate biosynthesis";"b0781"
"Folate biosynthesis";"b0782"
"Folate biosynthesis";"b0783"
"Folate biosynthesis";"b0785"
"Folate biosynthesis";"b0827"
"Folate biosynthesis";"b1096"
"Folate biosynthesis";"b1277"
"Folate biosynthesis";"b1606"
"Folate biosynthesis";"b1812"
"Folate biosynthesis";"b1865"
"Folate biosynthesis";"b2153"
"Folate biosynthesis";"b2303"
"Folate biosynthesis";"b2315"
"Folate biosynthesis";"b2765"
"Folate biosynthesis";"b2777"
"Folate biosynthesis";"b2794"
"Folate biosynthesis";"b2877"
"Folate biosynthesis";"b3058"
"Folate biosynthesis";"b3177"
"Folate biosynthesis";"b3360"
"Folate biosynthesis";"b3857"
"Porphyrin metabolism";"b0154"
"Porphyrin metabolism";"b0369"
"Porphyrin metabolism";"b0428"
"Porphyrin metabolism";"b0475"
"Porphyrin metabolism";"b0638"
"Porphyrin metabolism";"b1210"
"Porphyrin metabolism";"b1270"
"Porphyrin metabolism";"b1617"
"Porphyrin metabolism";"b1991"
"Porphyrin metabolism";"b1992"
"Porphyrin metabolism";"b1993"
"Porphyrin metabolism";"b2400"
"Porphyrin metabolism";"b2436"
"Porphyrin metabolism";"b2459"
"Porphyrin metabolism";"b3336"
"Porphyrin metabolism";"b3368"
"Porphyrin metabolism";"b3803"
"Porphyrin metabolism";"b3804"
"Porphyrin metabolism";"b3805"
"Porphyrin metabolism";"b3850"
"Porphyrin metabolism";"b3867"
"Porphyrin metabolism";"b3997"
"Terpenoid backbone biosynthesis";"b0029"
"Terpenoid backbone biosynthesis";"b0173"
"Terpenoid backbone biosynthesis";"b0174"
"Terpenoid backbone biosynthesis";"b0420"
"Terpenoid backbone biosynthesis";"b0421"
"Terpenoid backbone biosynthesis";"b1208"
"Terpenoid backbone biosynthesis";"b2224"
"Terpenoid backbone biosynthesis";"b2311"
"Terpenoid backbone biosynthesis";"b2515"
"Terpenoid backbone biosynthesis";"b2746"
"Terpenoid backbone biosynthesis";"b2747"
"Terpenoid backbone biosynthesis";"b2844"
"Terpenoid backbone biosynthesis";"b2889"
"Terpenoid backbone biosynthesis";"b3187"
"Limonene and pinene degradation";"b1393"
"Limonene and pinene degradation";"b2341"
"Limonene and pinene degradation";"b3846"
"Nitrogen metabolism";"b0126"
"Nitrogen metabolism";"b0323"
"Nitrogen metabolism";"b0339"
"Nitrogen metabolism";"b0340"
"Nitrogen metabolism";"b0521"
"Nitrogen metabolism";"b0873"
"Nitrogen metabolism";"b1223"
"Nitrogen metabolism";"b1224"
"Nitrogen metabolism";"b1225"
"Nitrogen metabolism";"b1227"
"Nitrogen metabolism";"b1465"
"Nitrogen metabolism";"b1467"
"Nitrogen metabolism";"b1468"
"Nitrogen metabolism";"b1469"
"Nitrogen metabolism";"b1761"
"Nitrogen metabolism";"b2203"
"Nitrogen metabolism";"b2206"
"Nitrogen metabolism";"b2874"
"Nitrogen metabolism";"b3212"
"Nitrogen metabolism";"b3213"
"Nitrogen metabolism";"b3365"
"Nitrogen metabolism";"b3366"
"Nitrogen metabolism";"b3870"
"Nitrogen metabolism";"b4070"
"Sulfur metabolism";"b0365"
"Sulfur metabolism";"b0366"
"Sulfur metabolism";"b0367"
"Sulfur metabolism";"b0368"
"Sulfur metabolism";"b0894"
"Sulfur metabolism";"b0895"
"Sulfur metabolism";"b0896"
"Sulfur metabolism";"b0933"
"Sulfur metabolism";"b0934"
"Sulfur metabolism";"b0935"
"Sulfur metabolism";"b0936"
"Sulfur metabolism";"b0937"
"Sulfur metabolism";"b1670"
"Sulfur metabolism";"b2414"
"Sulfur metabolism";"b2422"
"Sulfur metabolism";"b2423"
"Sulfur metabolism";"b2424"
"Sulfur metabolism";"b2425"
"Sulfur metabolism";"b2521"
"Sulfur metabolism";"b2750"
"Sulfur metabolism";"b2751"
"Sulfur metabolism";"b2752"
"Sulfur metabolism";"b2762"
"Sulfur metabolism";"b2763"
"Sulfur metabolism";"b2764"
"Sulfur metabolism";"b3425"
"Sulfur metabolism";"b3607"
"Sulfur metabolism";"b3917"
"Sulfur metabolism";"b3939"
"Sulfur metabolism";"b4013"
"Sulfur metabolism";"b4214"
"Caprolactam degradation";"b1393"
"Caprolactam degradation";"b2341"
"Caprolactam degradation";"b3846"
"Aminoacyl-tRNA biosynthesis";"b0026"
"Aminoacyl-tRNA biosynthesis";"b0194"
"Aminoacyl-tRNA biosynthesis";"b0202"
"Aminoacyl-tRNA biosynthesis";"b0203"
"Aminoacyl-tRNA biosynthesis";"b0206"
"Aminoacyl-tRNA biosynthesis";"b0216"
"Aminoacyl-tRNA biosynthesis";"b0244"
"Aminoacyl-tRNA biosynthesis";"b0526"
"Aminoacyl-tRNA biosynthesis";"b0536"
"Aminoacyl-tRNA biosynthesis";"b0642"
"Aminoacyl-tRNA biosynthesis";"b0664"
"Aminoacyl-tRNA biosynthesis";"b0665"
"Aminoacyl-tRNA biosynthesis";"b0666"
"Aminoacyl-tRNA biosynthesis";"b0668"
"Aminoacyl-tRNA biosynthesis";"b0670"
"Aminoacyl-tRNA biosynthesis";"b0672"
"Aminoacyl-tRNA biosynthesis";"b0673"
"Aminoacyl-tRNA biosynthesis";"b0680"
"Aminoacyl-tRNA biosynthesis";"b0743"
"Aminoacyl-tRNA biosynthesis";"b0744"
"Aminoacyl-tRNA biosynthesis";"b0745"
"Aminoacyl-tRNA biosynthesis";"b0746"
"Aminoacyl-tRNA biosynthesis";"b0747"
"Aminoacyl-tRNA biosynthesis";"b0748"
"Aminoacyl-tRNA biosynthesis";"b0749"
"Aminoacyl-tRNA biosynthesis";"b0883"
"Aminoacyl-tRNA biosynthesis";"b0893"
"Aminoacyl-tRNA biosynthesis";"b0930"
"Aminoacyl-tRNA biosynthesis";"b0971"
"Aminoacyl-tRNA biosynthesis";"b1032"
"Aminoacyl-tRNA biosynthesis";"b1230"
"Aminoacyl-tRNA biosynthesis";"b1231"
"Aminoacyl-tRNA biosynthesis";"b1637"
"Aminoacyl-tRNA biosynthesis";"b1665"
"Aminoacyl-tRNA biosynthesis";"b1666"
"Aminoacyl-tRNA biosynthesis";"b1713"
"Aminoacyl-tRNA biosynthesis";"b1714"
"Aminoacyl-tRNA biosynthesis";"b1719"
"Aminoacyl-tRNA biosynthesis";"b1866"
"Aminoacyl-tRNA biosynthesis";"b1876"
"Aminoacyl-tRNA biosynthesis";"b1909"
"Aminoacyl-tRNA biosynthesis";"b1910"
"Aminoacyl-tRNA biosynthesis";"b1911"
"Aminoacyl-tRNA biosynthesis";"b1975"
"Aminoacyl-tRNA biosynthesis";"b1977"
"Aminoacyl-tRNA biosynthesis";"b1984"
"Aminoacyl-tRNA biosynthesis";"b1986"
"Aminoacyl-tRNA biosynthesis";"b1989"
"Aminoacyl-tRNA biosynthesis";"b2114"
"Aminoacyl-tRNA biosynthesis";"b2189"
"Aminoacyl-tRNA biosynthesis";"b2348"
"Aminoacyl-tRNA biosynthesis";"b2396"
"Aminoacyl-tRNA biosynthesis";"b2397"
"Aminoacyl-tRNA biosynthesis";"b2400"
"Aminoacyl-tRNA biosynthesis";"b2401"
"Aminoacyl-tRNA biosynthesis";"b2402"
"Aminoacyl-tRNA biosynthesis";"b2403"
"Aminoacyl-tRNA biosynthesis";"b2404"
"Aminoacyl-tRNA biosynthesis";"b2514"
"Aminoacyl-tRNA biosynthesis";"b2590"
"Aminoacyl-tRNA biosynthesis";"b2652"
"Aminoacyl-tRNA biosynthesis";"b2691"
"Aminoacyl-tRNA biosynthesis";"b2692"
"Aminoacyl-tRNA biosynthesis";"b2693"
"Aminoacyl-tRNA biosynthesis";"b2694"
"Aminoacyl-tRNA biosynthesis";"b2695"
"Aminoacyl-tRNA biosynthesis";"b2697"
"Aminoacyl-tRNA biosynthesis";"b2814"
"Aminoacyl-tRNA biosynthesis";"b2815"
"Aminoacyl-tRNA biosynthesis";"b2816"
"Aminoacyl-tRNA biosynthesis";"b2864"
"Aminoacyl-tRNA biosynthesis";"b2890"
"Aminoacyl-tRNA biosynthesis";"b2967"
"Aminoacyl-tRNA biosynthesis";"b3069"
"Aminoacyl-tRNA biosynthesis";"b3171"
"Aminoacyl-tRNA biosynthesis";"b3174"
"Aminoacyl-tRNA biosynthesis";"b3273"
"Aminoacyl-tRNA biosynthesis";"b3276"
"Aminoacyl-tRNA biosynthesis";"b3277"
"Aminoacyl-tRNA biosynthesis";"b3288"
"Aminoacyl-tRNA biosynthesis";"b3384"
"Aminoacyl-tRNA biosynthesis";"b3545"
"Aminoacyl-tRNA biosynthesis";"b3559"
"Aminoacyl-tRNA biosynthesis";"b3560"
"Aminoacyl-tRNA biosynthesis";"b3591"
"Aminoacyl-tRNA biosynthesis";"b3658"
"Aminoacyl-tRNA biosynthesis";"b3757"
"Aminoacyl-tRNA biosynthesis";"b3760"
"Aminoacyl-tRNA biosynthesis";"b3761"
"Aminoacyl-tRNA biosynthesis";"b3796"
"Aminoacyl-tRNA biosynthesis";"b3797"
"Aminoacyl-tRNA biosynthesis";"b3798"
"Aminoacyl-tRNA biosynthesis";"b3799"
"Aminoacyl-tRNA biosynthesis";"b3852"
"Aminoacyl-tRNA biosynthesis";"b3853"
"Aminoacyl-tRNA biosynthesis";"b3969"
"Aminoacyl-tRNA biosynthesis";"b3976"
"Aminoacyl-tRNA biosynthesis";"b3977"
"Aminoacyl-tRNA biosynthesis";"b3978"
"Aminoacyl-tRNA biosynthesis";"b3979"
"Aminoacyl-tRNA biosynthesis";"b4008"
"Aminoacyl-tRNA biosynthesis";"b4129"
"Aminoacyl-tRNA biosynthesis";"b4134"
"Aminoacyl-tRNA biosynthesis";"b4163"
"Aminoacyl-tRNA biosynthesis";"b4164"
"Aminoacyl-tRNA biosynthesis";"b4165"
"Aminoacyl-tRNA biosynthesis";"b4258"
"Aminoacyl-tRNA biosynthesis";"b4270"
"Aminoacyl-tRNA biosynthesis";"b4368"
"Aminoacyl-tRNA biosynthesis";"b4369"
"Aminoacyl-tRNA biosynthesis";"b4370"
"Biosynthesis of various plant secondary metabolites - Escherichia coli K-12 MG1655; Including: Crocin biosynthesis, Cannabidiol biosynthesis, Mugineic acid biosynthesis, Pentagalloylglucose biosynthesis, Benzoxazinoid biosynthesis, Gramine biosynthesis, Coumarin biosynthesis, Furanocoumarin biosynthesis, Hordatine biosynthesis, Podophyllotoxin biosynthesis";"b2132"
"Biosynthesis of various plant secondary metabolites - Escherichia coli K-12 MG1655; Including: Crocin biosynthesis, Cannabidiol biosynthesis, Mugineic acid biosynthesis, Pentagalloylglucose biosynthesis, Benzoxazinoid biosynthesis, Gramine biosynthesis, Coumarin biosynthesis, Furanocoumarin biosynthesis, Hordatine biosynthesis, Podophyllotoxin biosynthesis";"b2942"
"Biosynthesis of various plant secondary metabolites - Escherichia coli K-12 MG1655; Including: Crocin biosynthesis, Cannabidiol biosynthesis, Mugineic acid biosynthesis, Pentagalloylglucose biosynthesis, Benzoxazinoid biosynthesis, Gramine biosynthesis, Coumarin biosynthesis, Furanocoumarin biosynthesis, Hordatine biosynthesis, Podophyllotoxin biosynthesis";"b3281"
"Biosynthesis of unsaturated fatty acids";"b0452"
"Biosynthesis of unsaturated fatty acids";"b0494"
"Biosynthesis of unsaturated fatty acids";"b1253"
"Biosynthesis of siderophore group nonribosomal peptides";"b0583"
"Biosynthesis of siderophore group nonribosomal peptides";"b0586"
"Biosynthesis of siderophore group nonribosomal peptides";"b0593"
"Biosynthesis of siderophore group nonribosomal peptides";"b0594"
"Biosynthesis of siderophore group nonribosomal peptides";"b0595"
"Biosynthesis of siderophore group nonribosomal peptides";"b0596"
"Biosynthesis of siderophore group nonribosomal peptides";"b0597"
"Biosynthesis of siderophore group nonribosomal peptides";"b2265"
"Metabolic pathways";"b0002"
"Metabolic pathways";"b0003"
"Metabolic pathways";"b0004"
"Metabolic pathways";"b0008"
"Metabolic pathways";"b0009"
"Metabolic pathways";"b0025"
"Metabolic pathways";"b0029"
"Metabolic pathways";"b0030"
"Metabolic pathways";"b0031"
"Metabolic pathways";"b0032"
"Metabolic pathways";"b0033"
"Metabolic pathways";"b0048"
"Metabolic pathways";"b0049"
"Metabolic pathways";"b0052"
"Metabolic pathways";"b0061"
"Metabolic pathways";"b0062"
"Metabolic pathways";"b0063"
"Metabolic pathways";"b0071"
"Metabolic pathways";"b0072"
"Metabolic pathways";"b0073"
"Metabolic pathways";"b0074"
"Metabolic pathways";"b0077"
"Metabolic pathways";"b0078"
"Metabolic pathways";"b0084"
"Metabolic pathways";"b0085"
"Metabolic pathways";"b0086"
"Metabolic pathways";"b0087"
"Metabolic pathways";"b0088"
"Metabolic pathways";"b0090"
"Metabolic pathways";"b0091"
"Metabolic pathways";"b0092"
"Metabolic pathways";"b0096"
"Metabolic pathways";"b0103"
"Metabolic pathways";"b0104"
"Metabolic pathways";"b0109"
"Metabolic pathways";"b0114"
"Metabolic pathways";"b0115"
"Metabolic pathways";"b0116"
"Metabolic pathways";"b0118"
"Metabolic pathways";"b0120"
"Metabolic pathways";"b0121"
"Metabolic pathways";"b0124"
"Metabolic pathways";"b0125"
"Metabolic pathways";"b0126"
"Metabolic pathways";"b0131"
"Metabolic pathways";"b0133"
"Metabolic pathways";"b0134"
"Metabolic pathways";"b0142"
"Metabolic pathways";"b0149"
"Metabolic pathways";"b0154"
"Metabolic pathways";"b0159"
"Metabolic pathways";"b0160"
"Metabolic pathways";"b0166"
"Metabolic pathways";"b0171"
"Metabolic pathways";"b0173"
"Metabolic pathways";"b0175"
"Metabolic pathways";"b0179"
"Metabolic pathways";"b0180"
"Metabolic pathways";"b0181"
"Metabolic pathways";"b0182"
"Metabolic pathways";"b0185"
"Metabolic pathways";"b0186"
"Metabolic pathways";"b0200"
"Metabolic pathways";"b0212"
"Metabolic pathways";"b0219"
"Metabolic pathways";"b0221"
"Metabolic pathways";"b0222"
"Metabolic pathways";"b0237"
"Metabolic pathways";"b0238"
"Metabolic pathways";"b0242"
"Metabolic pathways";"b0243"
"Metabolic pathways";"b0261"
"Metabolic pathways";"b0268"
"Metabolic pathways";"b0269"
"Metabolic pathways";"b0271"
"Metabolic pathways";"b0273"
"Metabolic pathways";"b0284"
"Metabolic pathways";"b0285"
"Metabolic pathways";"b0286"
"Metabolic pathways";"b0311"
"Metabolic pathways";"b0312"
"Metabolic pathways";"b0323"
"Metabolic pathways";"b0325"
"Metabolic pathways";"b0331"
"Metabolic pathways";"b0333"
"Metabolic pathways";"b0334"
"Metabolic pathways";"b0335"
"Metabolic pathways";"b0337"
"Metabolic pathways";"b0339"
"Metabolic pathways";"b0340"
"Metabolic pathways";"b0344"
"Metabolic pathways";"b0347"
"Metabolic pathways";"b0348"
"Metabolic pathways";"b0349"
"Metabolic pathways";"b0350"
"Metabolic pathways";"b0351"
"Metabolic pathways";"b0352"
"Metabolic pathways";"b0355"
"Metabolic pathways";"b0356"
"Metabolic pathways";"b0369"
"Metabolic pathways";"b0381"
"Metabolic pathways";"b0383"
"Metabolic pathways";"b0386"
"Metabolic pathways";"b0388"
"Metabolic pathways";"b0391"
"Metabolic pathways";"b0394"
"Metabolic pathways";"b0403"
"Metabolic pathways";"b0404"
"Metabolic pathways";"b0414"
"Metabolic pathways";"b0415"
"Metabolic pathways";"b0417"
"Metabolic pathways";"b0418"
"Metabolic pathways";"b0420"
"Metabolic pathways";"b0421"
"Metabolic pathways";"b0423"
"Metabolic pathways";"b0425"
"Metabolic pathways";"b0428"
"Metabolic pathways";"b0429"
"Metabolic pathways";"b0430"
"Metabolic pathways";"b0431"
"Metabolic pathways";"b0432"
"Metabolic pathways";"b0444"
"Metabolic pathways";"b0469"
"Metabolic pathways";"b0474"
"Metabolic pathways";"b0475"
"Metabolic pathways";"b0477"
"Metabolic pathways";"b0480"
"Metabolic pathways";"b0485"
"Metabolic pathways";"b0505"
"Metabolic pathways";"b0507"
"Metabolic pathways";"b0508"
"Metabolic pathways";"b0509"
"Metabolic pathways";"b0512"
"Metabolic pathways";"b0514"
"Metabolic pathways";"b0515"
"Metabolic pathways";"b0516"
"Metabolic pathways";"b0517"
"Metabolic pathways";"b0521"
"Metabolic pathways";"b0522"
"Metabolic pathways";"b0523"
"Metabolic pathways";"b0524"
"Metabolic pathways";"b0529"
"Metabolic pathways";"b0581"
"Metabolic pathways";"b0593"
"Metabolic pathways";"b0628"
"Metabolic pathways";"b0630"
"Metabolic pathways";"b0632"
"Metabolic pathways";"b0635"
"Metabolic pathways";"b0638"
"Metabolic pathways";"b0639"
"Metabolic pathways";"b0651"
"Metabolic pathways";"b0662"
"Metabolic pathways";"b0674"
"Metabolic pathways";"b0675"
"Metabolic pathways";"b0677"
"Metabolic pathways";"b0678"
"Metabolic pathways";"b0680"
"Metabolic pathways";"b0688"
"Metabolic pathways";"b0693"
"Metabolic pathways";"b0711"
"Metabolic pathways";"b0712"
"Metabolic pathways";"b0713"
"Metabolic pathways";"b0720"
"Metabolic pathways";"b0721"
"Metabolic pathways";"b0722"
"Metabolic pathways";"b0723"
"Metabolic pathways";"b0724"
"Metabolic pathways";"b0726"
"Metabolic pathways";"b0727"
"Metabolic pathways";"b0728"
"Metabolic pathways";"b0729"
"Metabolic pathways";"b0750"
"Metabolic pathways";"b0754"
"Metabolic pathways";"b0755"
"Metabolic pathways";"b0756"
"Metabolic pathways";"b0757"
"Metabolic pathways";"b0758"
"Metabolic pathways";"b0759"
"Metabolic pathways";"b0767"
"Metabolic pathways";"b0771"
"Metabolic pathways";"b0772"
"Metabolic pathways";"b0774"
"Metabolic pathways";"b0775"
"Metabolic pathways";"b0776"
"Metabolic pathways";"b0777"
"Metabolic pathways";"b0778"
"Metabolic pathways";"b0781"
"Metabolic pathways";"b0782"
"Metabolic pathways";"b0783"
"Metabolic pathways";"b0785"
"Metabolic pathways";"b0789"
"Metabolic pathways";"b0801"
"Metabolic pathways";"b0827"
"Metabolic pathways";"b0828"
"Metabolic pathways";"b0838"
"Metabolic pathways";"b0839"
"Metabolic pathways";"b0844"
"Metabolic pathways";"b0870"
"Metabolic pathways";"b0871"
"Metabolic pathways";"b0873"
"Metabolic pathways";"b0894"
"Metabolic pathways";"b0895"
"Metabolic pathways";"b0896"
"Metabolic pathways";"b0903"
"Metabolic pathways";"b0907"
"Metabolic pathways";"b0908"
"Metabolic pathways";"b0910"
"Metabolic pathways";"b0915"
"Metabolic pathways";"b0918"
"Metabolic pathways";"b0927"
"Metabolic pathways";"b0928"
"Metabolic pathways";"b0931"
"Metabolic pathways";"b0932"
"Metabolic pathways";"b0935"
"Metabolic pathways";"b0937"
"Metabolic pathways";"b0945"
"Metabolic pathways";"b0954"
"Metabolic pathways";"b0963"
"Metabolic pathways";"b0968"
"Metabolic pathways";"b0980"
"Metabolic pathways";"b0996"
"Metabolic pathways";"b0997"
"Metabolic pathways";"b0998"
"Metabolic pathways";"b1004"
"Metabolic pathways";"b1007"
"Metabolic pathways";"b1008"
"Metabolic pathways";"b1009"
"Metabolic pathways";"b1010"
"Metabolic pathways";"b1011"
"Metabolic pathways";"b1012"
"Metabolic pathways";"b1014"
"Metabolic pathways";"b1033"
"Metabolic pathways";"b1046"
"Metabolic pathways";"b1054"
"Metabolic pathways";"b1062"
"Metabolic pathways";"b1090"
"Metabolic pathways";"b1091"
"Metabolic pathways";"b1092"
"Metabolic pathways";"b1093"
"Metabolic pathways";"b1094"
"Metabolic pathways";"b1095"
"Metabolic pathways";"b1098"
"Metabolic pathways";"b1101"
"Metabolic pathways";"b1106"
"Metabolic pathways";"b1107"
"Metabolic pathways";"b1109"
"Metabolic pathways";"b1119"
"Metabolic pathways";"b1120"
"Metabolic pathways";"b1131"
"Metabolic pathways";"b1136"
"Metabolic pathways";"b1189"
"Metabolic pathways";"b1190"
"Metabolic pathways";"b1197"
"Metabolic pathways";"b1198"
"Metabolic pathways";"b1199"
"Metabolic pathways";"b1200"
"Metabolic pathways";"b1207"
"Metabolic pathways";"b1208"
"Metabolic pathways";"b1210"
"Metabolic pathways";"b1215"
"Metabolic pathways";"b1218"
"Metabolic pathways";"b1224"
"Metabolic pathways";"b1225"
"Metabolic pathways";"b1227"
"Metabolic pathways";"b1232"
"Metabolic pathways";"b1236"
"Metabolic pathways";"b1238"
"Metabolic pathways";"b1241"
"Metabolic pathways";"b1249"
"Metabolic pathways";"b1260"
"Metabolic pathways";"b1261"
"Metabolic pathways";"b1262"
"Metabolic pathways";"b1263"
"Metabolic pathways";"b1264"
"Metabolic pathways";"b1270"
"Metabolic pathways";"b1276"
"Metabolic pathways";"b1277"
"Metabolic pathways";"b1278"
"Metabolic pathways";"b1281"
"Metabolic pathways";"b1288"
"Metabolic pathways";"b1297"
"Metabolic pathways";"b1298"
"Metabolic pathways";"b1300"
"Metabolic pathways";"b1301"
"Metabolic pathways";"b1302"
"Metabolic pathways";"b1378"
"Metabolic pathways";"b1380"
"Metabolic pathways";"b1385"
"Metabolic pathways";"b1386"
"Metabolic pathways";"b1387"
"Metabolic pathways";"b1388"
"Metabolic pathways";"b1389"
"Metabolic pathways";"b1390"
"Metabolic pathways";"b1391"
"Metabolic pathways";"b1392"
"Metabolic pathways";"b1393"
"Metabolic pathways";"b1394"
"Metabolic pathways";"b1395"
"Metabolic pathways";"b1396"
